CLAVE,UBICACIÓN,ESTADO,MUNICIPIO,POBLACION,LATITUD,LONGITUD,CP,TX,EN HUELLA MBB,USUARIOS ACTIVOS MBB,THP MBB (Mbps)
80483,080483-INSTITUTO-POLITECNICO,CDMX,Gustavo A. Madero,"16,395",19.5069889,-99.1320806,7340,FO,MBB,1337,9.398
80484,080484-ATC-ZACATENCO,CDMX,Gustavo A. Madero,"13,695",19.5118,-99.12418,7359,FO,MBB,852,10.957
80485,080485-DEL-GAS,CDMX,Azcapotzalco,"21,758",19.469139,-99.156917,2950,FO,MBB,2229,8.109
80486,080486-AHUATENCO,CDMX,Cuajimalpa de Morelos,"4,972",19.361603,-99.301678,5000,FO,MBB,1165,8.522
80487,080487-SANTA-FE,CDMX,Alvaro Obregon,"20,475",19.3868194,-99.2136028,1220,FO,MBB,1650,6.951
80488,080488-JALALPA,CDMX,Alvaro Obregon,"14,885",19.3771111,-99.2330833,1296,FO,MBB,2004,8.782
80490,080490-CENTRAL-CAMIONERA,CDMX,Alvaro Obregon,"13,214",19.3941583,-99.1989444,1140,FO,MBB,2388,4.434
80491,080491-AHUATENCO,CDMX,Cuajimalpa de Morelos,"3,959",19.3651667,-99.3047417,5039,FO,MBB,600,7.529
80492,080492-BARRANCA-LAS-MISIONES,CDMX,Alvaro Obregon,"5,514",19.3722222,-99.2405556,1377,FO,MBB,351,15.509
80493,080493-ZARCO,CDMX,Cuajimalpa de Morelos,"6,506",19.2955,-99.34925,5910,MW,MBB,1690,12.722
80494,080494-DESIERTO,CDMX,Alvaro Obregon,"15,813",19.3393028,-99.2404472,1700,FO,MBB,434,13.025
80497,080497-CUAHUTEPEC-CASTILLO,CDMX,Gustavo A. Madero,"13,675",19.54637,-99.135619,7200,FO,MBB,3584,5.252
80498,080498-AV-POLITECNICO-NAC-NO-1,CDMX,Gustavo A. Madero,"5,833",19.49672685,-99.13222632,7300,FO,MBB,1154,9.188
80500,080500-SAN-PEDRO-XALPA,CDMX,Azcapotzalco,"14,458",19.4841386,-99.20850576,2710,FO,MBB,1092,11.083
80501,080501-PABELLON-BOSQUES,CDMX,Cuajimalpa de Morelos,"4,681",19.3822944,-99.2682111,5100,FO,MBB,407,12.351
80502,080502-CUAUHTEMOC,CDMX,Gustavo A. Madero,"11,568",19.522695,-99.135215,7310,FO,MBB,1744,5.234
80503,080503-508-MEX,CDMX,Alvaro Obregon,"14,491",19.368078,-99.2351,1290,FO,MBB,1087,14.334
80504,080504-NUEVO-ESPANA,CDMX,Azcapotzalco,"22,555",19.49775,-99.18425,2230,FO,MBB,3161,6.536
80505,080505-ESTACION-DE-POLANCO,CDMX,Azcapotzalco,"10,924",19.4675389,-99.1772278,2080,FO,MBB,1164,10.431
80506,080506-TORREL,CDMX,Azcapotzalco,"17,707",19.4751944,-99.1914444,2790,FO,MBB,2293,8.507
80507,080507-RECLUSORIO-NORTE,CDMX,Gustavo A. Madero,"38,196",19.5419444,-99.1461111,7230,FO,MBB,4728,6.656
80508,080508-CUATEPEC,CDMX,Gustavo A. Madero,"32,766",19.562402,-99.13601,7130,FO,MBB,1966,7.318
80510,080510-ZENTLAPTL,CDMX,Cuajimalpa de Morelos,"9,001",19.3786306,-99.2587917,5119,FO,MBB,766,9.289
80511,080511-LA-NAVIDAD,CDMX,Cuajimalpa de Morelos,"17,164",19.3699167,-99.28575,5200,FO,MBB,1396,9.375
80512,080512-LOMAS-DE-LA-ERA,CDMX,Alvaro Obregon,"16,438",19.3272222,-99.2591389,1860,FO,MBB,1756,10.312
80513,080513-REFORMA-LOMAS,CDMX,Miguel Hidalgo,"4,711",19.4141667,-99.2288889,11000,FO,MBB,264,11.955
80514,080514-CINE-TACUBA,CDMX,Miguel Hidalgo,"16,626",19.45871001,-99.18471001,11410,MW,MBB,2587,11.050
80517,080517-AVENIDA-3,CDMX,Gustavo A. Madero,"19,607",19.52465,-99.17016,7620,FO,MBB,2058,6.522
80518,080518-TICOMAN,CDMX,Gustavo A. Madero,"18,452",19.51519444,-99.13705556,7320,FO,MBB,1473,9.467
80519,080519-AZCAPOTZALCO,CDMX,Azcapotzalco,"36,327",19.48138889,-99.18927778,2730,FO,MBB,2731,4.923
80520,080520-HOSPITAL-ABC,CDMX,Cuajimalpa de Morelos,"7,577",19.356246,-99.28228,5348,FO,MBB,498,13.691
80522,080522-GUADALUPE-PROLETARIA,CDMX,Gustavo A. Madero,"34,838",19.51936,-99.15637,7600,FO,MBB,2075,7.152
80523,080523-CERRO-AZUL,CDMX,Gustavo A. Madero,"21,625",19.571131,-99.133713,7110,FO,MBB,2791,8.241
80524,080524-CHAMIZAL,CDMX,Gustavo A. Madero,"12,922",19.518558,-99.128783,7350,FO,MBB,906,9.699
80525,080525-IRRIGACION,CDMX,Miguel Hidalgo,"5,023",19.44426111,-99.21193889,11500,FO,MBB,1118,4.600
80527,080527-LOMAS-DEL-OCOTE,CDMX,Cuajimalpa de Morelos,"4,389",19.35091,-99.28521,5500,FO,MBB,565,11.536
80528,080528-ARTEAGA-Y-SALAZAR,CDMX,Cuajimalpa de Morelos,"5,618",19.346554,-99.298201,5500,FO,MBB,461,11.631
80529,080529-XAXALPA,CDMX,Alvaro Obregon,"6,086",19.32971,-99.26942,1800,FO,MBB,701,14.427
80530,080530-CHALMA-GUADALUPE,CDMX,Gustavo A. Madero,"18,089",19.554015,-99.150313,7210,FO,MBB,2200,5.144
80531,080531-SAN-PABLO-CONSTITUCION,CDMX,Cuajimalpa de Morelos,"20,591",19.3498,-99.322,5050,MW,MBB,950,7.864
80533,080533-DARWIN,CDMX,Miguel Hidalgo,"7,340",19.430107,-99.180278,11590,FO,MBB,834,7.859
80535,080535-BAJA-CALIFORNIA,CDMX,Cuauhtemoc,"8,708",19.406924,-99.167875,6760,FO,MBB,3393,9.370
80550,080550-HUAZCARAN,CDMX,Gustavo A. Madero,"46,342",19.5457778,-99.12275,7187,FO,MBB,5475,3.057
80551,080551-CHALMA,CDMX,Gustavo A. Madero,"10,334",19.5475,-99.1558611,7210,FO,MBB,1602,10.533
80552,080552-AZTAHUACAN,CDMX,Iztapalapa,"21,179",19.348258,-99.03114,9500,MW,MBB,2414,7.698
80572,080572-ESCUADRON-201,CDMX,Iztapalapa,"26,051",19.36647222,-99.10575,9070,FO,MBB,1963,6.649
80573,080573-SAN-COSME,CDMX,Cuauhtemoc,"20,734",19.43978056,-99.1659333,6470,FO,MBB,1437,4.330
80576,080576-TRABAJO-SOCIAL,CDMX,Coyoacan,"6,407",19.323382,-99.186638,4510,FO,MBB,152,10.435
80577,080577-RUBEN-DARIO,CDMX,Miguel Hidalgo,"7,833",19.42459,-99.1774556,11590,MW,MBB,1875,3.302
80580,080580-FORO-SOL,CDMX,Iztacalco,"24,250",19.402364,-99.096131,8400,FO,MBB,1753,8.860
80581,080581-CENTENO,CDMX,Iztapalapa,"24,349",19.34865,-99.11747,9819,MW,MBB,911,10.770
80582,080582-M-A-QUEVEDO,CDMX,Coyoacan,"12,672",19.343099,-99.156063,4330,FO,MBB,692,14.518
80583,080583-TORRE-II-HUMANIDADES,CDMX,Coyoacan,"18,917",19.3333502,-99.1830648,4510,FO,MBB,1551,11.310
80584,080584-PRESA-NEJAPA,CDMX,Miguel Hidalgo,"2,272",19.442998,-99.205345,11500,FO,MBB,725,5.768
80585,080585-RESIDENCIAL-MILITAR,CDMX,Miguel Hidalgo,"14,004",19.43718,-99.21316,11510,FO,MBB,2636,3.277
80587,080587-ARQUIMEDES-REFORMA,CDMX,Miguel Hidalgo,"4,657",19.426425,-99.191693,11560,FO,MBB,1377,5.407
80588,080588-PARQUE-ESPANA,CDMX,Cuauhtemoc,"7,893",19.41621,-99.17556,6140,FO,MBB,646,7.908
80589,080589-384-MEX,CDMX,Cuauhtemoc,"8,959",19.41546389,-99.16322778,6700,FO,MBB,1124,7.850
80590,080590-HOSPITAL-GENERAL,CDMX,Cuauhtemoc,"7,900",19.41196667,-99.16383056,6700,FO,MBB,1070,9.642
80591,080591-BUENOS-AIRES,CDMX,Cuauhtemoc,"6,383",19.405033,-99.149643,6780,FO,MBB,1814,6.025
80592,080592-MOENARES,CDMX,Miguel Hidalgo,"4,509",19.4015,-99.175037,11800,FO,MBB,885,12.102
80593,080593-GLORIETA-ETIOPIA,CDMX,Benito Juarez,"8,240",19.39810556,-99.15686667,3020,FO,MBB,1437,10.127
80594,080594-CENTRO-HISTORICO,CDMX,Cuauhtemoc,"13,154",19.43997222,-99.1375,6010,MW,MBB,4004,3.312
80595,080595-PALMA-NORTE,CDMX,Cuauhtemoc,"9,711",19.437349,-99.134641,6010,MW,MBB,989,6.226
80596,080596-DR-VALENZUELA,CDMX,Cuauhtemoc,"15,258",19.424116,-99.144858,6720,FO,MBB,1571,4.387
80597,080597-METRO-IZTACALCO,CDMX,Iztacalco,"20,222",19.389946,-99.110376,8700,FO,MBB,2492,7.110
80598,080598-MARIQUITA-SANCHEZ,CDMX,Coyoacan,"6,281",19.326242,-99.114006,4480,FO,MBB,897,10.632
80600,080600-AMPLIACION-NAPOLES,CDMX,Benito Juarez,"8,680",19.386512,-99.1756347,3840,FO,MBB,1080,7.941
80601,080601-LUNA,CDMX,Cuauhtemoc,"9,564",19.448243,-99.138913,6300,FO,MBB,966,12.319
80603,080603-DANUBIO,CDMX,Cuauhtemoc,"16,177",19.43127778,-99.16855556,6500,FO,MBB,1605,4.755
80605,080605-URRAZA,CDMX,Benito Juarez,"19,451",19.380949,-99.168131,3100,FO,MBB,1325,7.001
80606,080606-PEDREGAL-DE-SAN-FRANCISCO,CDMX,Coyoacan,"7,222",19.342448,-99.167892,4320,FO,MBB,246,15.288
80607,080607-DE-LOS-PARQUES,CDMX,Coyoacan,"8,148",19.309109,-99.132612,4899,MW,MBB,925,7.383
80608,080608-TOPILEJO,CDMX,Xochimilco,"12,608",19.213067,-99.09897,16880,FO,MBB,1641,6.549
80609,080609-MALVINAS-SEGUNDO,CDMX,Milpa Alta,"12,422",19.19613,-99.09755,16889,FO,MBB,1769,2.737
80610,080610-PIE-DE-CERRO,CDMX,Xochimilco,"11,719",19.214862,-99.12882,16910,FO,MBB,787,6.265
80611,080611-IXTLAHUACAN,CDMX,Iztapalapa,"32,223",19.341811,-99.002197,9698,FO,MBB,2884,4.149
80612,080612-ZAFIRO,Mexico,Chimalhuacan,"21,299",19.377461,-98.915441,56338,FO,MBB,5489,3.933
80613,080613-PARRES,CDMX,Tlalpan,"4,240",19.15833,-99.16016,14903,MW,MBB,221,10.423
80614,080614-SANTA-ROSA-XOCHIAC,CDMX,Alvaro Obregon,"19,904",19.3282111,-99.2903778,5610,FO,MBB,2227,6.942
80642,080642-PUERTO-AEREO-II,CDMX,Venustiano Carranza,"15,813",19.432468,-99.090704,15530,MW,MBB,1748,3.897
80646,080646-VOCACIONAL-IPN,CDMX,Azcapotzalco,"12,729",19.486712,-99.176527,2020,FO,MBB,1151,11.989
80647,080647-CUICUILCO,CDMX,Tlalpan,"7,145",19.29826,-99.18303,14060,MW,MBB,1245,7.859
80651,080651-MEX-CUE-ACOPIAXCO,CDMX,Tlalpan,"6,345",19.121284,-99.172688,14904,MW,MBB,651,12.363
80653,080653-VERTIENTES,CDMX,Miguel Hidalgo,"3,399",19.42201111,-99.22226667,11000,MW,MBB,336,10.897
80657,080657-PROGRESO,CDMX,Alvaro Obregon,"22,762",19.33974,-99.20515,1080,FO,MBB,1142,7.661
80658,080658-PLAZA-ORIENTE,CDMX,Iztapalapa,"30,431",19.38361,-99.08507,9030,FO,MBB,1017,8.759
80659,080659-JAUREZ-PANTITLAN,CDMX,Iztapalapa,"72,513",19.39887,-99.05745,9100,FO,MBB,2346,6.031
80660,080660-ANAHUAC,CDMX,Miguel Hidalgo,"39,071",19.44551,-99.18364,11460,FO,MBB,1693,9.073
80661,080661-SABINO,CDMX,Cuauhtemoc,"22,263",19.45194,-99.15803,6400,FO,MBB,1706,5.824
80662,080662-PERALVILLO-CLUSTER-6,CDMX,Cuauhtemoc,"17,963",19.463182,-99.134481,6220,FO,MBB,1835,8.869
80663,080663-ANGEL-ALBINO-CORZO,CDMX,Gustavo A. Madero,"27,715",19.4651,-99.1166,7860,FO,MBB,1389,10.420
80664,080664-PONIENTE-140,CDMX,Azcapotzalco,"29,825",19.5007,-99.15765,2300,FO,MBB,1327,8.488
80666,080666-LAGO-XIMILPA,CDMX,Miguel Hidalgo,"9,154",19.45344,-99.20395,11260,FO,MBB,838,10.018
80682,080682-INGENIEROS-MILITARES,CDMX,Miguel Hidalgo,"12,039",19.4642944,-99.21229211,11210,Satelital,MBB,2179,5.029
80684,080684-WALMART-UNIVERSIDAD,CDMX,Benito Juarez,"20,098",19.370085,-99.163885,3310,FO,MBB,2634,3.803
80685,080685-SAN-PEDRO-ACTOPAN,CDMX,Milpa Alta,"14,250",19.203514,-99.046883,12200,FO,MBB,966,12.325
80686,080686-TOMATLAN,CDMX,Iztapalapa,"33,831",19.331944,-99.105056,9800,FO,MBB,2288,2.380
80687,080687-SAN-BERNABE,CDMX,Azcapotzalco,"12,590",19.46552,-99.16949,2800,FO,MBB,1143,7.171
80688,080688-JOSELITO-HUERTA,CDMX,Iztapalapa,"20,154",19.341219,-98.989414,9630,FO,MBB,2337,5.644
80689,080689-METRO-ROSARIO,CDMX,Azcapotzalco,"19,936",19.503389,-99.202528,2100,FO,MBB,1542,4.928
80690,080690-NEXCONGO,CDMX,Milpa Alta,"8,514",19.19503,-99.02663,12000,FO,MBB,1858,6.962
80701,080701-SHC-PALACIO-NACIONAL,CDMX,Cuauhtemoc,"10,708",19.4316,-99.133,6060,FO,MBB,1580,4.099
80710,080710-TELEVISA-SAN-ANGEL,CDMX,Alvaro Obregon,"21,064",19.34386,-99.20291,1790,FO,MBB,0,10.270
80712,080712-JOSA-MARIA-RICO,CDMX,Benito Juarez,"5,618",19.36786111,-99.17355556,3104,FO,MBB,847,5.058
80713,080713-SAN-ANTONIO,CDMX,Iztapalapa,"11,693",19.30481,-99.07143,9900,FO,MBB,2317,2.027
80714,080714-RESIDENCIAL-EMPERADORES,CDMX,Benito Juarez,"5,530",19.36766862,-99.15599369,3320,FO,MBB,726,5.306
80715,080715-LUZ-SAVINON,CDMX,Benito Juarez,"11,472",19.3911,-99.16109722,3020,FO,MBB,1537,6.226
80716,080716-ADRIANO-BROWER,CDMX,Alvaro Obregon,"12,300",19.37998517,-99.20028995,1419,FO,MBB,1226,3.703
80718,080718-NUTRICION,CDMX,Tlalpan,"14,565",19.295498,-99.156109,14050,FO,MBB,1693,2.824
80719,080719-SAN-FERNANDO,CDMX,Tlalpan,"17,445",19.294414,-99.168375,14050,FO,MBB,486,4.610
80720,080720-SEFEMEX-TLAHUAC,CDMX,Tlahuac,"15,350",19.287778,-99.013417,13450,FO,MBB,1240,6.938
80722,080722-MIGUEL-ALEMAN,CDMX,Benito Juarez,"13,062",19.40205,-99.15597,3000,FO,MBB,1488,3.464
80724,080724-LOS-TORDILLOS,CDMX,Tlalpan,"4,361",19.193139,-99.162583,14500,FO,MBB,532,6.924
80725,080725-CHURUBUSCO-COUNTRY-CLUB,CDMX,Coyoacan,"19,176",19.35138889,-99.14583333,4120,FO,MBB,1185,6.798
80726,080726-TALLERES,CDMX,Coyoacan,"10,480",19.3430969,-99.1443549,4040,FO,MBB,848,7.335
80727,080727-JARDIN-CENTENARIO-COYOACAN,CDMX,Coyoacan,"12,108",19.349117,-99.163044,4000,FO,MBB,714,7.544
80729,080729-PAVIA,CDMX,Venustiano Carranza,"10,061",19.423389,-99.114055,15900,FO,MBB,1165,6.879
80730,080730-LA-ESPERANZA-GARAY,CDMX,Iztapalapa,"19,395",19.312178,-99.073404,9910,FO,MBB,2328,2.967
80731,080731-PARQUE-LINDAVISTA,CDMX,Gustavo A. Madero,"36,710",19.4871,-99.1336,7760,FO,MBB,1777,3.774
80738,080738-CAROLINA,CDMX,Benito Juarez,"13,551",19.38353,-99.18239,3710,FO,MBB,1041,2.924
80739,080739-TELECOMUNICACIONES,CDMX,Iztapalapa,"14,769",19.380024,-99.050191,9208,FO,MBB,2180,7.713
80740,080740-FLORESTA,CDMX,Azcapotzalco,"10,300",19.46599923,-99.18673047,2080,FO,MBB,1078,6.804
80742,080742-UNIVERSIDAD-NAVAL,CDMX,Coyoacan,"18,189",19.3197,-99.1169,4840,FO,MBB,1956,4.774
80743,080743-PLAN-DE-BARRANCAS,CDMX,Miguel Hidalgo,"5,479",19.402849,-99.230131,11950,FO,MBB,431,7.304
80744,080744-RIO-SAN-JOAQUIN,CDMX,Miguel Hidalgo,"10,463",19.44554147,-99.2043616,11529,FO,MBB,1344,3.390
80749,080749-NAUTLA,CDMX,Iztapalapa,"20,552",19.3334627,-99.0748559,9860,FO,MBB,2161,3.823
80755,080755-FERROCARRIL-CENTRAL,CDMX,Azcapotzalco,"9,453",19.47214272,-99.16568301,2500,FO,MBB,918,15.325
80756,080756-CONSTANCIA,CDMX,Cuauhtemoc,"22,954",19.449367,-99.130289,6200,FO,MBB,1831,4.313
80758,080758-CONSCRIPTO,CDMX,Miguel Hidalgo,"15,146",19.4438,-99.219,11610,FO,MBB,950,5.239
80760,080760-PATRICIO-SANZ,CDMX,Benito Juarez,"3,861",19.3994889,-99.1700794,3103,FO,MBB,797,5.913
80761,080761-MONZON,CDMX,Iztapalapa,"16,098",19.319889,-99.076389,9860,FO,MBB,1981,2.738
80780,080780-BARRIO-SAN-MARCOS,CDMX,Azcapotzalco,"11,098",19.4896883,-99.182683,2020,Satelital,MBB,669,6.994
80783,080783-BUCARELI-REUB,CDMX,Cuauhtemoc,"13,228",19.43172222,-99.154,6600,FO,MBB,2831,2.879
90001,090001-JERUSALEM,Durango,Gomez Palacio,"4,411",25.609472,-103.48625,35015,FO,MBB,1384,13.880
90002,090002-GOMEZ-PALACIO,Durango,Gomez Palacio,"15,003",25.75117,-103.56696,35105,MW,MBB,316,14.223
90003,090003-BERMEJILLO-PUEBLO,Durango,Mapimi,"8,291",25.876725,-103.616914,35230,MW,MBB,824,6.769
90004,090004-ESMERALDA,Durango,Gomez Palacio,"8,348",25.74165,-103.427765,35120,MW,MBB,137,21.300
90005,090005-6-DE-OCTUBRE,Durango,Gomez Palacio,"8,671",25.812058,-103.574197,35101,MW,MBB,358,13.077
90006,090006-SANTA-RITA,Durango,Gomez Palacio,"3,581",25.610333,-103.449369,35140,FO,MBB,597,14.114
90007,090007-FRANCISCO-VILLA-(II),Durango,Lerdo,"8,910",25.56661,-103.52107,35157,FO,MBB,1265,15.034
90008,090008-PARQUE-ECOLOGICO,Durango,Lerdo,"7,579",25.54807,-103.51452,35168,FO,MBB,1038,14.458
90009,090009-ANDENES-DU0779,Durango,Lerdo,"9,159",25.57969,-103.53613,35183,FO,MBB,387,14.912
90010,090010-EXPO,Durango,Gomez Palacio,"11,531",25.57956,-103.47833,35044,FO,MBB,648,14.224
90011,090011-LEON-GUZMAN,Durango,Lerdo,"7,024",25.52569,-103.63957,35171,MW,MBB,315,13.434
90012,090012-LERDO,Durango,Lerdo,"33,164",25.543689,-103.532208,35159,FO,MBB,1036,9.376
90013,090013-ARTURO-MARTINEZ-ADAME,Durango,Gomez Palacio,"4,782",25.83438,-103.38393,35112,MW,MBB,295,13.250
90014,090014-LA-TORRENA,Durango,Gomez Palacio,"15,375",25.6393,-103.579911,35100,MW,MBB,191,9.440
90015,090015-1504-GOMEZ-PALACIO,Durango,Gomez Palacio,"13,374",25.564781,-103.484686,35064,FO,MBB,1558,8.180
90016,090016-1506-GOMEZ-PALACIO,Durango,Gomez Palacio,"19,988",25.5862,-103.50645,35027,FO,MBB,1165,13.497
90017,090017-1514-GOMEZ-PALACIO,Durango,Gomez Palacio,"9,688",25.617544,-103.500689,35017,FO,MBB,610,20.724
90018,090018-1515-GOMEZ-PALACIO,Durango,Gomez Palacio,"7,405",25.60029,-103.47192,35015,FO,MBB,276,15.971
90019,090019-TORREON,Durango,Gomez Palacio,"16,397",25.56179,-103.46107,35079,FO,MBB,969,11.940
90020,090020-GOMEZ-PALACIO-ELEKTRA,Durango,Gomez Palacio,"27,607",25.566972,-103.498219,35000,FO,MBB,1535,12.902
90021,090021-GOMEZ-PALACIO-NORTE,Durango,Gomez Palacio,"12,855",25.589731,-103.490147,35010,FO,MBB,1529,8.549
90022,090022-GOMEZ-PALACIO-OESTE,Durango,Gomez Palacio,"9,460",25.579167,-103.521944,35025,FO,MBB,1198,14.879
90023,090023-JARDIN-MONTECARLO,Durango,Gomez Palacio,"18,517",25.5551667,-103.5007921,35000,FO,MBB,513,14.627
90024,090024-HUARACHES,Durango,Lerdo,"5,581",25.51293,-103.50361,35187,FO,MBB,364,11.271
90025,090025-MONTES-DE-ARMENIA,Durango,Lerdo,"7,231",25.537585,-103.502862,35169,FO,MBB,630,15.046
90026,090026-SACRAMENTO,Durango,Lerdo,"8,498",25.52308,-103.53069,35153,FO,MBB,844,18.480
90027,090027-VILLA-JUAREZ,Durango,Lerdo,"7,271",25.49795,-103.58896,35180,MW,MBB,540,13.932
90028,090028-LA-VALENCIANA,Durango,Gomez Palacio,"17,285",25.68707,-103.44387,35141,MW,MBB,222,14.028
90029,090029-TERRYZAS,Durango,Gomez Palacio,"9,399",25.548394,-103.476864,35090,FO,MBB,715,16.888
90030,090030-JIMENEZ-TORREON,Durango,Gomez Palacio,"18,899",25.675543,-103.539399,35134,MW,MBB,168,11.779
90031,090031-CARTAGENA-II,Durango,Gomez Palacio,"10,999",25.761197,-103.353434,35114,MW,MBB,590,8.002
90032,090032-LAS-LAGARTIJAS,Durango,Gomez Palacio,"6,889",25.630581,-103.457175,35139,MW,MBB,262,10.062
90033,090033-LAGUNA-NORTE,Durango,Gomez Palacio,"5,830",25.657852,-103.408376,35119,FO,MBB,259,12.716
90034,090034-RIO-NAZAS,Durango,Lerdo,"8,900",25.504112,-103.538072,35181,MW,MBB,182,16.382
90035,090035-SAN-IGNACIO,Durango,Gomez Palacio,"8,122",25.598562,-103.533676,35025,FO,MBB,454,11.169
90036,090036-GARZA,Durango,Gomez Palacio,"10,738",25.588387,-103.462982,35073,FO,MBB,1744,10.317
90037,090037-REVOLUCION-MEXICANA,Durango,Durango,"4,939",24.042098,-104.621044,34220,FO,MBB,552,11.378
90038,090038-PINO,Durango,Canatlan,"6,545",24.52899722,-104.7741833,34453,FO,MBB,456,25.536
90039,090039-CHINACATES,Durango,Santiago Papasquiaro,"5,654",25.01739,-105.20919,34607,FO,MBB,144,29.229
90040,090040-DIVISION-PASTEL,Durango,Durango,"12,695",23.995532,-104.693138,34124,FO,MBB,1588,6.631
90042,090042-EL-ENSUENO,Durango,Durango,"4,011",23.99038,-104.6515,34194,FO,MBB,1321,9.216
90043,090043-COMISION,Durango,Durango,"15,059",24.03983,-104.63271,34207,FO,MBB,553,9.982
90045,090045-SAN-IGNACIO,Durango,Durango,"6,341",24.05694,-104.62714,34204,FO,MBB,1044,10.414
90046,090046-SAN-JUAN,Durango,Durango,"5,328",24.06913,-104.61616,34215,FO,MBB,442,9.996
90047,090047-MIGUEL-HIDALGO,Durango,Canatlan,"4,405",24.457994,-104.710504,34465,FO,MBB,123,11.427
90049,090049-CARLOS-REAL,Durango,Guadalupe Victoria,"13,205",24.44733,-104.124062,34700,FO,MBB,0,0.000
90050,090050-GUATIMAPE,Durango,Nuevo Ideal,"3,816",24.806173,-104.914859,34427,MW,MBB,171,10.042
90051,090051-PLAZA-DE-ARMAS,Durango,Durango,"8,055",24.02283611,-104.6701806,34000,FO,MBB,884,8.635
90052,090052-MARTIRES,Durango,Durango,"7,322",24.04898,-104.61568,34226,FO,MBB,856,8.808
90055,090055-NOMBRE-DE-DIOS,Durango,Nombre de Dios,"5,752",23.85012,-104.24422,34840,FO,MBB,391,13.600
90056,090056-ISABEL-LA-CATOLICA,Durango,Nuevo Ideal,"8,505",24.884237,-105.077289,34410,FO,MBB,0,0.000
90057,090057-SACRAMENTO,Durango,Durango,"11,337",24.02457,-104.62859,34280,FO,MBB,766,9.596
90060,090060-GUADIANA,Durango,Durango,"21,228",24.07606,-104.59415,34208,FO,MBB,1118,3.465
90061,090061-ASERRADERO,Durango,Durango,"5,903",23.99684,-104.65847,34190,FO,MBB,748,11.597
90062,090062-TLAXCALA,Durango,Durango,"6,449",24.01127778,-104.6288139,34167,FO,MBB,1038,7.182
90063,090063-MEZQUITAL,Durango,Durango,"9,648",23.98283,-104.66557,34186,FO,MBB,749,5.753
90065,090065-DOLORES-DEL-RIO,Durango,Durango,"8,376",24.02102,-104.64651,34260,FO,MBB,567,11.385
90066,090066-CIRCUITO-INTERIOR,Durango,Durango,"6,222",24.0086,-104.64196,34166,FO,MBB,937,9.881
90067,090067-CARRETERA-A-MEXICO,Durango,Durango,"5,494",24.02961,-104.61388,34287,FO,MBB,578,10.253
90068,090068-ALUMINIO,Durango,Durango,"12,053",24.0508,-104.59462,34236,FO,MBB,1830,7.332
90069,090069-TEJEDA-ESPINO,Durango,Durango,"6,091",24.05091,-104.68481,34010,FO,MBB,1116,10.080
90070,090070-BLVD-DURANGO,Durango,Durango,"15,126",24.00711,-104.67966,34136,FO,MBB,1257,8.996
90071,090071-OBRERA-REUBICACION,Durango,Durango,"10,341",24.03498,-104.68407,34050,FO,MBB,793,8.010
90072,090072-LA-FERIA,Durango,Durango,"9,274",23.9949,-104.63287,34193,FO,MBB,562,8.959
90073,090073-MARAVILLAS-DU1484,Durango,Durango,"16,384",24.0425,-104.69925,34014,FO,MBB,1772,7.391
90074,090074-CARRETERA-A-PARRAL,Durango,Durango,"7,739",24.05664,-104.65701,34038,FO,MBB,481,11.131
90075,090075-SANTA-ELENA,Durango,Durango,"2,197",24.07253,-104.5817,34224,FO,MBB,678,4.881
90076,090076-DIVISION-DURANGO,Durango,Durango,"7,336",24.040844,-104.671283,34020,FO,MBB,628,9.981
90077,090077-ENCINOS,Durango,Durango,"7,343",24.00886,-104.69999,34105,FO,MBB,584,9.465
90078,090078-HILARIO-MORENO,Durango,Durango,"5,815",23.99733,-104.67297,34145,FO,MBB,1404,9.611
90079,090079-HOSPITAL-ESPECIALIDADES,Durango,Durango,"5,003",24.05289,-104.64481,34217,FO,MBB,922,10.700
90081,090081-FELIPE-PESCADOR,Durango,Durango,"14,006",24.03634,-104.65731,34000,FO,MBB,1164,10.290
90082,090082-TECNOLOGICO,Durango,Durango,"15,704",24.02988,-104.6477778,34080,FO,MBB,770,8.523
90083,090083-REMEDIOS,Durango,Durango,"15,484",24.020648,-104.683204,34100,FO,MBB,456,7.531
90084,090084-LAS-ROSAS,Durango,Durango,"7,811",24.01551,-104.61401,34168,FO,MBB,1765,6.841
90085,090085-DEPORTIVO,Durango,Durango,"9,223",23.9705,-104.66585,34185,FO,MBB,297,9.926
90086,090086-ALIANZA,Durango,Durango,"12,099",24.04165,-104.64874,34210,FO,MBB,842,10.983
90087,090087-MERCURIO,Durango,Durango,"7,482",24.05758,-104.60545,34227,FO,MBB,857,10.364
90088,090088-PRESIDENTES,Durango,Durango,"11,843",24.0115,-104.66998,34150,FO,MBB,533,9.718
90089,090089-UNIVERSAL,Durango,Durango,"13,345",24.00881,-104.65521,34160,FO,MBB,1098,9.621
90090,090090-ROMA,Durango,Durango,"4,410",24.03967,-104.60394,34236,FO,MBB,708,10.144
90091,090091-DOLORES-DEL-RIO,Durango,Durango,"13,073",24.018684,-104.655899,34090,FO,MBB,727,8.637
90097,090097-GOMEZ,Durango,Durango,"10,067",24.03072,-104.67551,34000,FO,MBB,589,8.489
90099,090099-SORIANA,Durango,Durango,"10,172",24.02503056,-104.6637222,34000,FO,MBB,424,11.081
90105,090105-LA-VIRGEN,Durango,Durango,"5,100",24.02674,-104.69775,34045,FO,MBB,1012,9.270
